sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,gpt-4o_naive_0_generated_,gpt-4o_naive_1_generated_,gpt-4o_naive_2_generated_,gpt-4o_naive_0_generated,gpt-4o_naive_0_combination,gpt-4o_naive_0_modifier,gpt-4o_naive_0_combination_relevance,gpt-4o_naive_0_modifier_relevance,gpt-4o_naive_0_indiv_max,gpt-4o_naive_0_emergence,gpt-4o_naive_1_generated,gpt-4o_naive_1_combination,gpt-4o_naive_1_modifier,gpt-4o_naive_1_combination_relevance,gpt-4o_naive_1_modifier_relevance,gpt-4o_naive_1_indiv_max,gpt-4o_naive_1_emergence,gpt-4o_naive_2_generated,gpt-4o_naive_2_combination,gpt-4o_naive_2_modifier,gpt-4o_naive_2_combination_relevance,gpt-4o_naive_2_modifier_relevance,gpt-4o_naive_2_indiv_max,gpt-4o_naive_2_emergence
"Many of these contain great quantities of fish, though, so far as the Great Lakes are concerned, the fish stories of the pioneers read now like idle tales but still the commercial fisheries of the province bring in over 2,333,000 480,000, and give employment to several thousand men.",idle tales,tale,idle,untruthful,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(3, 3, 3)","(4, 3, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""fantasy tale"", ""modifier"": ""fantasy""}']","['{""combination"": ""fantastical tale"", ""modifier"": ""fantastical""}']","['{""combination"": ""fantastical tale"", ""modifier"": ""fantastical""}']","{'combination': 'fantasy tale', 'modifier': 'fantasy'}",fantasy tale,fantasy,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'fantastical tale', 'modifier': 'fantastical'}",fantastical tale,fantastical,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'fantastical tale', 'modifier': 'fantastical'}",fantastical tale,fantastical,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222
"I often lay there like a cold lizard, waiting to eat my next meal while my partner finishes... so probably.",a cold lizard,lizard,cold,motionless,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 1, 2)","(5, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""ceramic lizard"", ""modifier"": ""ceramic""}']","['{""combination"": ""ceramic lizard"", ""modifier"": ""ceramic""}']","['{""combination"": ""ceramic lizard"", ""modifier"": ""ceramic""}']","{'combination': 'ceramic lizard', 'modifier': 'ceramic'}",ceramic lizard,ceramic,1.0,1.0,1.0,0.0,"{'combination': 'ceramic lizard', 'modifier': 'ceramic'}",ceramic lizard,ceramic,1.0,1.0,1.0,0.0,"{'combination': 'ceramic lizard', 'modifier': 'ceramic'}",ceramic lizard,ceramic,1.0,1.0,1.0,0.0
Nothing goes with buffalo wing soda quite like bacon soda.,bacon soda,soda,bacon,unappealing taste,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 2, 3)","(3, 2, 4)",0.5555555555555556,0.6666666666666666,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""flat soda"", ""modifier"": ""flat""}']","['{""combination"": ""flat soda"", ""modifier"": ""flat""}']","['{""combination"": ""flat soda"", ""modifier"": ""flat""}']","{'combination': 'flat soda', 'modifier': 'flat'}",flat soda,flat,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'flat soda', 'modifier': 'flat'}",flat soda,flat,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'flat soda', 'modifier': 'flat'}",flat soda,flat,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222
"Of course, the count is a serious matter gun for gun is diplomatically as important as an eye for an eye.",an eye for an eye,eye,eye,retributive,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(2, 2, 1)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""watchful eye"", ""modifier"": ""watchful""}']","['{""combination"": ""vengeful eye"", ""modifier"": ""vengeful""}']","['{""combination"": ""vigilant eye"", ""modifier"": ""vigilant""}']","{'combination': 'watchful eye', 'modifier': 'watchful'}",watchful eye,watchful,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,"{'combination': 'vengeful eye', 'modifier': 'vengeful'}",vengeful eye,vengeful,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'vigilant eye', 'modifier': 'vigilant'}",vigilant eye,vigilant,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
You are about as congenial as fire and water.',fire and water,fire,water,incompatible,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 4)","(4, 5, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""virtual fire"", ""modifier"": ""virtual""}']","['{""combination"": ""digital fire"", ""modifier"": ""digital""}']","['{""combination"": ""water fire"", ""modifier"": ""water""}']","{'combination': 'virtual fire', 'modifier': 'virtual'}",virtual fire,virtual,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'digital fire', 'modifier': 'digital'}",digital fire,digital,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'water fire', 'modifier': 'water'}",water fire,water,1.0,0.0,0.0,1.0
And boy isn't that almost like the end of overeating.,the end of overeating,end,overeating,improvement,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 4)","(1, 4, 3)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""combination"": ""unexpected end"", ""modifier"": ""unexpected""}']","['{""combination"": ""unexpected end"", ""modifier"": ""unexpected""}']","['{""combination"": ""unexpected end"", ""modifier"": ""unexpected""}']","{'combination': 'unexpected end', 'modifier': 'unexpected'}",unexpected end,unexpected,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'unexpected end', 'modifier': 'unexpected'}",unexpected end,unexpected,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'unexpected end', 'modifier': 'unexpected'}",unexpected end,unexpected,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
I think a few of these guys in different sizes sidebysidebyside like Russian dolls would be amazing.,russian dolls,doll,russian,nested,emergent,"(emergent, component, emergent)","(5, 4, 5)","(2, 4, 4)","(3, 1, 2)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""matryoshka doll"", ""modifier"": ""matryoshka""}']","['{""combination"": ""matryoshka doll"", ""modifier"": ""matryoshka""}']","['{""combination"": ""stacked doll"", ""modifier"": ""stacked""}']","{'combination': 'matryoshka doll', 'modifier': 'matryoshka'}",matryoshka doll,matryoshka,1.0,1.0,1.0,0.0,"{'combination': 'matryoshka doll', 'modifier': 'matryoshka'}",matryoshka doll,matryoshka,1.0,1.0,1.0,0.0,"{'combination': 'stacked doll', 'modifier': 'stacked'}",stacked doll,stack,1.0,0.5555555555555556,0.5555555555555556,0.4444444444444444
But a gooid word throo some is as scarce as a white crow.,a white crow,crow,white,uncommon,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 1, 4)","(4, 1, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""albino crow"", ""modifier"": ""albino""}']","['{""combination"": ""albino crow"", ""modifier"": ""albino""}']","['{""combination"": ""albino crow"", ""modifier"": ""albino""}']","{'combination': 'albino crow', 'modifier': 'albino'}",albino crow,albino,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'albino crow', 'modifier': 'albino'}",albino crow,albino,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'albino crow', 'modifier': 'albino'}",albino crow,albino,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0
The biggest issue is that normal spots are not as wide as handicap spots and it can make it more difficult to get in and out of the car.,handicap spots,spot,handicap,wider,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(5, 4, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"['{""combination"": ""ink spot"", ""modifier"": ""ink""}']","['{""combination"": ""painted spot"", ""modifier"": ""painted""}']","['{""combination"": ""ink spot"", ""modifier"": ""ink""}']","{'combination': 'ink spot', 'modifier': 'ink'}",ink spot,ink,0.3333333333333333,0.0,0.0,0.3333333333333333,"{'combination': 'painted spot', 'modifier': 'painted'}",painted spot,paint,0.0,0.0,0.0,0.0,"{'combination': 'ink spot', 'modifier': 'ink'}",ink spot,ink,0.0,0.0,0.0,0.0
"Lady Romaine waved her scented kerchief, and then routed her scentbottle out of her reticule, and turning sharply upon her daughter, said, Why sit you ever like a stuffed owl, without so much as a word or a smile?",a stuffed owl,owl,stuff,inactive,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 1, 3)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""stuffed owl"", ""modifier"": ""stuffed""}']","['{""combination"": ""stuffed owl"", ""modifier"": ""stuffed""}']","['{""combination"": ""nocturnal owl"", ""modifier"": ""nocturnal""}']","{'combination': 'stuffed owl', 'modifier': 'stuffed'}",stuffed owl,stuff,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'stuffed owl', 'modifier': 'stuffed'}",stuffed owl,stuff,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'nocturnal owl', 'modifier': 'nocturnal'}",nocturnal owl,nocturnal,0.0,0.2222222222222222,0.2222222222222222,0.0
"Some are logical like fire vs ice, but otherwise no weaknesses.",fire vs ice,fire,ice,opposite properties,emergent,"(emergent, emergent, component)","(5, 5, 5)","(5, 4, 4)","(5, 4, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""paradoxical fire"", ""modifier"": ""paradoxical""}']","['{""combination"": ""paradoxical fire"", ""modifier"": ""paradoxical""}']","['{""combination"": ""ice fire"", ""modifier"": ""ice""}']","{'combination': 'paradoxical fire', 'modifier': 'paradoxical'}",paradoxical fire,paradoxical,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116,"{'combination': 'paradoxical fire', 'modifier': 'paradoxical'}",paradoxical fire,paradoxical,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116,"{'combination': 'ice fire', 'modifier': 'ice'}",ice fire,ice,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"Elsie, who adored Clover, considered her as beautiful as girls in books, and was proud to be permitted to hem ruffles for the dress in which she was to burst upon the world.",girls in books,girl,book,idealize,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(4, 2, 2)","(4, 2, 2)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""storybook girl"", ""modifier"": ""storybook""}']","['{""combination"": ""storybook girl"", ""modifier"": ""storybook""}']","['{""combination"": ""storybook girl"", ""modifier"": ""storybook""}']","{'combination': 'storybook girl', 'modifier': 'storybook'}",storybook girl,storybook,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'storybook girl', 'modifier': 'storybook'}",storybook girl,storybook,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'storybook girl', 'modifier': 'storybook'}",storybook girl,storybook,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
The ideas that make us immune to ideas are as popular as a book in a bonfire.,a book in a bonfire,book,bonfire,destroyed,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(5, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""wet book"", ""modifier"": ""wet""}']","['{""combination"": ""wet book"", ""modifier"": ""wet""}']","['{""combination"": ""soaked book"", ""modifier"": ""soaked""}']","{'combination': 'wet book', 'modifier': 'wet'}",wet book,wet,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.6666666666666667,"{'combination': 'wet book', 'modifier': 'wet'}",wet book,wet,0.7777777777777778,0.0,0.1111111111111111,0.6666666666666667,"{'combination': 'soaked book', 'modifier': 'soaked'}",soaked book,soak,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
"With a thought, my mind went into the offensive and despite his greater speed, strength and durability, Jack became frozen like a mosquito in ember. ",a mosquito in ember,mosquito,ember,immobilized,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 3, 3)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}']","['{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}']","['{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}']","{'combination': 'frozen mosquito', 'modifier': 'frozen'}",frozen mosquito,frozen,1.0,1.0,1.0,0.0,"{'combination': 'frozen mosquito', 'modifier': 'frozen'}",frozen mosquito,frozen,1.0,1.0,1.0,0.0,"{'combination': 'frozen mosquito', 'modifier': 'frozen'}",frozen mosquito,frozen,1.0,1.0,1.0,0.0
Such an instance among men is almost as rare as a white blackbird.,a white blackbird,blackbird,white,albino,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""mutant blackbird"", ""modifier"": ""mutant""}']","['{""combination"": ""rare blackbird"", ""modifier"": ""rare""}']","['{""combination"": ""mutated blackbird"", ""modifier"": ""mutated""}']","{'combination': 'mutant blackbird', 'modifier': 'mutant'}",mutant blackbird,mutant,0.0,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'rare blackbird', 'modifier': 'rare'}",rare blackbird,rare,0.0,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'mutated blackbird', 'modifier': 'mutated'}",mutated blackbird,mutate,0.0,0.0,0.0,0.0
theyre almost like flying buses .,flying buses,bus,fly,impractical,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 1, 2)","(3, 1, 3)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""inflatable bus"", ""modifier"": ""inflatable""}']","['{""combination"": ""luxury bus"", ""modifier"": ""luxury""}']","['{""combination"": ""luxury bus"", ""modifier"": ""luxury""}']","{'combination': 'inflatable bus', 'modifier': 'inflatable'}",inflatable bus,inflatable,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'luxury bus', 'modifier': 'luxury'}",luxury bus,luxury,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'luxury bus', 'modifier': 'luxury'}",luxury bus,luxury,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0
,a scope on a knife,scope,knife,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(2, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""narrow scope"", ""modifier"": ""narrow""}']","['{""combination"": ""narrow scope"", ""modifier"": ""narrow""}']","['{""combination"": ""wide scope"", ""modifier"": ""wide""}']","{'combination': 'narrow scope', 'modifier': 'narrow'}",narrow scope,narrow,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'narrow scope', 'modifier': 'narrow'}",narrow scope,narrow,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'wide scope', 'modifier': 'wide'}",wide scope,wide,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"Oh, no, my life is very real it is as real as light to darkness, it is absolute prose.'",light to darkness,light,darkness,opposite extremes,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(5, 4, 5)","(5, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""flickering light"", ""modifier"": ""flickering""}']","['{""combination"": ""polarized light"", ""modifier"": ""polarized""}']","['{""combination"": ""flickering light"", ""modifier"": ""flickering""}']","{'combination': 'flickering light', 'modifier': 'flickering'}",flickering light,flicker,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'polarized light', 'modifier': 'polarized'}",polarized light,polarize,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'flickering light', 'modifier': 'flickering'}",flickering light,flicker,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
This is just like a finger shooting game me and my friend had!,a finger shooting,shooting,finger,playful,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(1, 3, 2)","(1, 3, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""game shooting"", ""modifier"": ""game""}']","['{""combination"": ""bubble shooting"", ""modifier"": ""bubble""}']","['{""combination"": ""water shooting"", ""modifier"": ""water""}']","{'combination': 'game shooting', 'modifier': 'game'}",game shooting,game,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'bubble shooting', 'modifier': 'bubble'}",bubble shooting,bubble,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'water shooting', 'modifier': 'water'}",water shooting,water,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
