sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_0_generated_,Meta-Llama-3.1-70B-Instruct_naive_1_generated_,Meta-Llama-3.1-70B-Instruct_naive_2_generated_,Meta-Llama-3.1-70B-Instruct_naive_0_generated,Meta-Llama-3.1-70B-Instruct_naive_0_property,Meta-Llama-3.1-70B-Instruct_naive_0_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_root_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_0_emergence,Meta-Llama-3.1-70B-Instruct_naive_1_generated,Meta-Llama-3.1-70B-Instruct_naive_1_property,Meta-Llama-3.1-70B-Instruct_naive_1_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_root_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_1_emergence,Meta-Llama-3.1-70B-Instruct_naive_2_generated,Meta-Llama-3.1-70B-Instruct_naive_2_property,Meta-Llama-3.1-70B-Instruct_naive_2_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_root_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_2_emergence
Just like a post in the mud!,a post in the mud,post,mud,unmovable,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(3, 3, 2)",0.0,0.5555555555555556,0.5555555555555556,0.2222222222222222,False,0.5555555555555556,"['{""property"": ""unstable""}']","['{""property"": ""unstable""}']","['{""property"": ""unstable""}']",{'property': 'unstable'},unstable,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.0,{'property': 'unstable'},unstable,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.0,{'property': 'unstable'},unstable,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.0
"If I have to be in the water, I would prefer to just float around like an airy turd.",an airy turd,turd,airy,weightless,emergent,"(emergent, emergent, emergent)","(3, 2, 2)","(2, 1, 1)","(4, 4, 4)",0.2222222222222222,0.7777777777777778,0.0,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""unhygienic""}']","['{""property"": ""amusing""}']","['{""property"": ""unsanitary""}']",{'property': 'unhygienic'},unhygienic,0.8888888888888888,1.0,0.1111111111111111,1.0,0.0,{'property': 'amusing'},amusing,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.33333333333333337,{'property': 'unsanitary'},unsanitary,0.7777777777777778,1.0,0.1111111111111111,1.0,0.0
,a dried starfish,starfish,dry,rigid,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 4, 5)",0.4444444444444444,1.0,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""decorative""}']","['{""property"": ""ornamental""}']","['{""property"": ""ornamental""}']",{'property': 'decorative'},decorative,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'ornamental'},ornamental,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'ornamental'},ornamental,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445
Such a betrothal as that of Quintus and Cornelia is as rare as a white raven.,a white raven,raven,white,rare,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 4)","(4, 3, 5)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""albino""}']","['{""property"": ""legendary""}']","['{""property"": ""mythical""}']",{'property': 'albino'},albino,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,{'property': 'legendary'},legendary,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,{'property': 'mythical'},mythical,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444445
"When they opened their eyes again, they saw below them, in the bottom, a huge beech with a bough struck off and the white splinters bare, with leaves awkwardly twisted right round it stood there like a fellow with one arm off.",a fellow with one arm,fellow,arm,injure,emergent,"(component, emergent, emergent)","(3, 5, 4)","(2, 2, 1)","(5, 4, 3)",0.2222222222222222,0.5555555555555556,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""handicapped""}']","['{""property"": ""handicapped""}']","['{""property"": ""handicapped""}']",{'property': 'handicapped'},handicapped,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'handicapped'},handicapped,0.6666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.5555555555555556,{'property': 'handicapped'},handicapped,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
"I often lay there like a cold lizard, waiting to eat my next meal while my partner finishes... so probably.",a cold lizard,lizard,cold,motionless,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 1, 2)","(5, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""endangered""}']","['{""property"": ""unusual""}']","['{""property"": ""unhealthy""}']",{'property': 'endangered'},endangered,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222227,{'property': 'unusual'},unusual,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'unhealthy'},unhealthy,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445
Nothing goes with buffalo wing soda quite like bacon soda.,bacon soda,soda,bacon,unappealing taste,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 2, 3)","(3, 2, 4)",0.5555555555555556,0.6666666666666666,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""unmarketable""}']","['{""property"": ""unpalatable""}']","['{""property"": ""confusing""}']",{'property': 'unmarketable'},unmarketable,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667,{'property': 'unpalatable'},unpalatable,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444445,{'property': 'confusing'},confusing,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
"Right, because the climate is JUST LIKE a sinking vessel. ",a sinking vessel,vessel,sink,precarious,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""hazardous""}']","['{""property"": ""hazardous""}']","['{""property"": ""hazardous""}']",{'property': 'hazardous'},hazardous,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556,{'property': 'hazardous'},hazardous,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556,{'property': 'hazardous'},hazardous,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556
You are about as congenial as fire and water.',fire and water,fire,water,incompatible,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 4)","(4, 5, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""uncontrollable""}']","['{""property"": ""extinguishable""}']","['{""property"": ""volatile""}']",{'property': 'uncontrollable'},uncontrollable,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0,{'property': 'extinguishable'},extinguishable,1.0,0.8888888888888888,0.0,0.8888888888888888,0.11111111111111116,{'property': 'volatile'},volatile,0.5555555555555556,0.8888888888888888,0.0,0.8888888888888888,0.0
,moths to a light,moth,light,irresistible,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 2, 3)","(4, 3, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""inevitable""}']","['{""property"": ""attracted""}']","['{""property"": ""attracted""}']",{'property': 'inevitable'},inevitable,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,0.0,{'property': 'attracted'},attracted,1.0,0.8888888888888888,0.0,0.8888888888888888,0.11111111111111116,{'property': 'attracted'},attracted,1.0,0.8888888888888888,0.0,0.8888888888888888,0.11111111111111116
She somehow lifted upwards like a witch on a broom somewhere around the column,a witch on a broom,witch,broom,flying,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 4)","(4, 4, 2)",0.1111111111111111,0.7777777777777778,0.6666666666666666,0.0,False,0.6666666666666666,"['{""property"": ""mythical""}']","['{""property"": ""flight-capable""}']","['{""property"": ""mythical""}']",{'property': 'mythical'},mythical,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'flight-capable'},flight-capable,0.8888888888888888,0.6666666666666666,0.0,0.6666666666666666,0.2222222222222222,{'property': 'mythical'},mythical,1.0,0.8888888888888888,0.0,0.8888888888888888,0.11111111111111116
And boy isn't that almost like the end of overeating.,the end of overeating,end,overeating,improvement,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 4)","(1, 4, 3)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""property"": ""relieving""}']","['{""property"": ""relief""}']","['{""property"": ""liberating""}']",{'property': 'relieving'},relieving,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'relief'},relief,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.2222222222222222,{'property': 'liberating'},liberating,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445
It is as likely as snow in hell.,snow in hell,snow,hell,unlikely,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']","['{""property"": ""miraculous""}']",{'property': 'paradoxical'},paradoxical,1.0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'paradoxical'},paradoxical,1.0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'miraculous'},miraculous,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
"But then you are to go around like a wet cat, and mope, and hang on worse then ever.",a wet cat,cat,wet,miserable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 4, 4)",0.4444444444444445,0.7777777777777778,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""uncomfortable""}']","['{""property"": ""miserable""}']","['{""property"": ""unpleasant to hold""}']",{'property': 'uncomfortable'},uncomfortable,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'miserable'},miserable,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'unpleasant to hold'},unpleasant to hold,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.2222222222222222
I think a few of these guys in different sizes sidebysidebyside like Russian dolls would be amazing.,russian dolls,doll,russian,nested,emergent,"(emergent, component, emergent)","(5, 4, 5)","(2, 4, 4)","(3, 1, 2)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""nestable""}']","['{""property"": ""nested""}']","['{""property"": ""nesting""}']",{'property': 'nestable'},nestable,1.0,0.0,0.0,0.0,1.0,{'property': 'nested'},nested,1.0,0.0,0.0,0.0,1.0,{'property': 'nesting'},nesting,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"We do so like the smell of sheep, they said to which the old man replied, Yis, mum, an seea deea Ah bud Ah leykes t teeast on em betther!",the smell of sheep,smell,sheep,earthy,emergent,"(component, emergent, emergent)","(5, 4, 5)","(3, 3, 3)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""pungent""}']","['{""property"": ""rural""}']","['{""property"": ""rural""}']",{'property': 'pungent'},pungent,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'rural'},rural,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'rural'},rural,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0
But a gooid word throo some is as scarce as a white crow.,a white crow,crow,white,uncommon,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 1, 4)","(4, 1, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""rare""}']","['{""property"": ""rare""}']","['{""property"": ""legendary""}']",{'property': 'rare'},rare,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'rare'},rare,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'legendary'},legendary,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222
"The old man didn't go after him, and fight for four years, at a cost uv half his substance, to subdue him and bring him back, but when he hed run through his pile, and squandered his share uv the estate, and got hungry, he came back like a whipped dog.",a whipped dog,dog,whip,helpless,emergent,"(emergent, emergent, component)","(4, 5, 3)","(1, 4, 4)","(1, 3, 2)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""pitied""}']","['{""property"": ""pitied""}']","['{""property"": ""pitied""}']",{'property': 'pitied'},pitied,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,{'property': 'pitied'},pitied,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5555555555555556,{'property': 'pitied'},pitied,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445
The biggest issue is that normal spots are not as wide as handicap spots and it can make it more difficult to get in and out of the car.,handicap spots,spot,handicap,wider,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(5, 4, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"['{""property"": ""reserved""}']","['{""property"": ""reserved""}']","['{""property"": ""reserved""}']",{'property': 'reserved'},reserved,1.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.2222222222222222,{'property': 'reserved'},reserved,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.33333333333333337,{'property': 'reserved'},reserved,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.33333333333333337
"He was husky, but also fat like a watermelon with paws. ",a watermelon with paws,watermelon,paw,strange,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 4, 2)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""imaginary""}']","['{""property"": ""anthropomorphic""}']","['{""property"": ""unnatural""}']",{'property': 'imaginary'},imaginary,1.0,0.0,0.0,0.0,1.0,{'property': 'anthropomorphic'},anthropomorphic,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,{'property': 'unnatural'},unnatural,1.0,0.0,0.0,0.0,1.0
"Some are logical like fire vs ice, but otherwise no weaknesses.",fire vs ice,fire,ice,opposite properties,emergent,"(emergent, emergent, component)","(5, 5, 5)","(5, 4, 4)","(5, 4, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""conflicting""}']","['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']",{'property': 'conflicting'},conflicting,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'paradoxical'},paradoxical,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'paradoxical'},paradoxical,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
The ideas that make us immune to ideas are as popular as a book in a bonfire.,a book in a bonfire,book,bonfire,destroyed,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(5, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""fuel""}']","['{""property"": ""destroyed beyond recovery""}']","['{""property"": ""unrecoverable""}']",{'property': 'fuel'},fuel,0.8888888888888888,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'destroyed beyond recovery'},destroyed beyond recovery,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'unrecoverable'},unrecoverable,1.0,0.0,0.7777777777777778,0.7777777777777778,0.2222222222222222
"The bars played freely like keys on a ring, and splayed out in their flight, and did the most dreadful execution.",keys on a ring,key,ring,jingly,emergent,"(emergent, emergent, component)","(5, 5, 4)","(2, 2, 3)","(1, 3, 2)",0.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,False,0.7777777777777778,"['{""property"": ""jingly""}']","['{""property"": ""jingly""}']","['{""property"": ""portable""}']",{'property': 'jingly'},jingly,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0,{'property': 'jingly'},jingly,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0,{'property': 'portable'},portable,1.0,1.0,1.0,1.0,0.0
"With a thought, my mind went into the offensive and despite his greater speed, strength and durability, Jack became frozen like a mosquito in ember. ",a mosquito in ember,mosquito,ember,immobilized,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 3, 3)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""dead""}']","['{""property"": ""dying""}']","['{""property"": ""harmless""}']",{'property': 'dead'},dead,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'dying'},dying,1.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.2222222222222222,{'property': 'harmless'},harmless,0.0,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.0
