sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_cancellation,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt4o_relevance,meta.toxicity,meta.modifier_gpt-4o_relevance,meta.gpt-4o_indiv_max,gpt-4o_naive_0_generated_,gpt-4o_naive_1_generated_,gpt-4o_naive_2_generated_,gpt-4o_naive_0_generated,gpt-4o_naive_0_property,gpt-4o_naive_0_combination_relevance,gpt-4o_naive_0_root_relevance,gpt-4o_naive_0_modifier_relevance,gpt-4o_naive_0_indiv_max,gpt-4o_naive_0_cancellation,gpt-4o_naive_1_generated,gpt-4o_naive_1_property,gpt-4o_naive_1_combination_relevance,gpt-4o_naive_1_root_relevance,gpt-4o_naive_1_modifier_relevance,gpt-4o_naive_1_indiv_max,gpt-4o_naive_1_cancellation,gpt-4o_naive_2_generated,gpt-4o_naive_2_property,gpt-4o_naive_2_combination_relevance,gpt-4o_naive_2_root_relevance,gpt-4o_naive_2_modifier_relevance,gpt-4o_naive_2_indiv_max,gpt-4o_naive_2_cancellation
"Then like cats on a mouse, they pounced.",cats on a mouse,cat,mouse,functional,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(1, 2, 1)","(1, 2, 1)",0.0,0.7777777777777778,0.5555555555555556,0.822222222,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""predatory""}']","['{""property"": ""predatory""}']","['{""property"": ""predator""}']",{'property': 'predatory'},predatory,0.8888888888888888,0.7777777777777778,0.0,0.7777777777777778,0.0,{'property': 'predatory'},predatory,0.8888888888888888,0.7777777777777778,0.0,0.7777777777777778,0.0,{'property': 'predator'},predator,1.0,0.7777777777777778,0.0,0.7777777777777778,0.0
Theyre out there walking up and down like two wooden men but they didnt see me get by.,two wooden men,men,wooden,mammalian,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""alive""}']","['{""property"": ""alive""}']","['{""property"": ""alive""}']",{'property': 'alive'},alive,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'alive'},alive,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'alive'},alive,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"this fox and hound game would be a joke , it was more like the eagle and the worm , cowardly and woefully one sided .",the eagle and the worm,eagle,worm,high,canceled,"(canceled, canceled, canceled)","(2, 2, 3)","(5, 5, 5)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""majestic""}']","['{""property"": ""majestic""}']","['{""property"": ""majestic""}']",{'property': 'majestic'},majestic,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,{'property': 'majestic'},majestic,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,{'property': 'majestic'},majestic,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556
"and a strong shudder took possession of him, as uncontrollable as an ague fit.",an ague fit,fit,ague,well,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 3)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""healthy""}']","['{""property"": ""healthy""}']","['{""property"": ""healthy""}']",{'property': 'healthy'},healthy,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'healthy'},healthy,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'healthy'},healthy,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
But a gooid word throo some is as scarce as a white crow.,a white crow,crow,white,black,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(5, 5, 5)","(1, 2, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""common""}']","['{""property"": ""common""}']","['{""property"": ""common""}']",{'property': 'common'},common,0.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,{'property': 'common'},common,0.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,{'property': 'common'},common,0.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888
"I personally felt the last season was kinda weird the season finale the year before fore wrapped up everything nicely, the last season felt kinda like a weird epilogue.",a weird epilogue,epilogue,weird,conclusive,canceled,"(canceled, component, canceled)","(2, 4, 2)","(5, 5, 5)","(1, 1, 1)",0.5555555555555556,0.3333333333333333,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""conclusive""}']","['{""property"": ""conclusive""}']","['{""property"": ""conclusive""}']",{'property': 'conclusive'},conclusive,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667,{'property': 'conclusive'},conclusive,0.2222222222222222,0.8888888888888888,0.0,0.8888888888888888,0.6666666666666666,{'property': 'conclusive'},conclusive,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667
,non theists,theist,non,belief in god,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(2, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""religious""}']","['{""property"": ""religious""}']","['{""property"": ""religious""}']",{'property': 'religious'},religious,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'religious'},religious,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'religious'},religious,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
,the teeth of a comb,tooth,comb,enamel,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""sharp""}']","['{""property"": ""sharp""}']","['{""property"": ""sharp""}']",{'property': 'sharp'},sharp,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'sharp'},sharp,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'sharp'},sharp,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
,a villager under ice,villager,ice,community-oriented,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 4)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,,False,0.0,0.7777777777777778,"['{""property"": ""warm""}']","['{""property"": ""warm""}']","['{""property"": ""warm""}']",{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"Now considering Earth exists I doubt life is as unlikely as a cube planet, but you get my point. ",a cube planet,planet,cube,spherical shape,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""geometric precision""}']","['{""property"": ""geometric symmetry""}']","['{""property"": ""perfectly symmetrical""}']",{'property': 'geometric precision'},geometric precision,1.0,0.3333333333333333,1.0,1.0,0.0,{'property': 'geometric symmetry'},geometric symmetry,1.0,0.3333333333333333,1.0,1.0,0.0,{'property': 'perfectly symmetrical'},perfectly symmetrical,1.0,0.0,1.0,1.0,0.0
,"an army without a commander, or",army,commander,uniformed,canceled,"(canceled, canceled, component)","(3, 1, 3)","(5, 5, 4)","(2, 5, 4)",1.0,0.0,1.0,,False,0.8888888888888888,1.0,"['{""property"": ""organized""}']","['{""property"": ""organized""}']","['{""property"": ""organized""}']",{'property': 'organized'},organized,0.1111111111111111,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.7777777777777777,{'property': 'organized'},organized,0.1111111111111111,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.7777777777777777,{'property': 'organized'},organized,0.1111111111111111,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.7777777777777777
"The second one would have to be built kind of like a ship in the bottle to make it fit inside, which is not entirely practical. ",a ship in the bottle,ship,bottle,engine-powered or sail-driven,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""navigable""}']","['{""property"": ""sailable""}']","['{""property"": ""navigable""}']",{'property': 'navigable'},navigable,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'sailable'},sailable,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'navigable'},navigable,0.0,1.0,0.0,1.0,1.0
So like any game of telephone I bet these guys now think that urine cures everything like the Windex grandpa in Big Fat Greek Wedding lol.,any game of telephone,game,telephone,useful,canceled,"(canceled, canceled, others)","(3, 2, 2)","(1, 4, 3)","(2, 3, 4)",0.6666666666666666,0.2222222222222222,0.3333333333333333,0.888888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""private""}']","['{""property"": ""accurate""}']","['{""property"": ""clear communication""}']",{'property': 'private'},private,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'accurate'},accurate,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444445,{'property': 'clear communication'},clear communication,0.1111111111111111,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.6666666666666667
Using literal darkness and light as tools for deconstruction is about as subtle as a train to the face.,a train to the face,train,face,symmetrical,canceled,"(others, canceled, canceled)","(1, 1, 1)","(2, 2, 1)","(4, 4, 5)",0.7777777777777778,0.0,0.7777777777777778,0.811111111,False,0.5555555555555556,0.7777777777777778,"['{""property"": ""transport""}']","['{""property"": ""transportation""}']","['{""property"": ""useful""}']",{'property': 'transport'},transport,0.0,1.0,0.0,1.0,1.0,{'property': 'transportation'},transportation,0.0,1.0,0.0,1.0,1.0,{'property': 'useful'},useful,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
"Generally the people he's worked with so far have been pretty awesome at work, but occasionally I feel a little like the episode of friends when Rachel, Joey, and Phoebe explain to the others that they can't afford those nice restaurants and evenings out.",the episode of friends,episode,friend,care,canceled,"(canceled, canceled, component)","(1, 1, 4)","(1, 1, 2)","(4, 4, 4)",0.4444444444444445,0.3333333333333333,0.0,1.0,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""short""}']","['{""property"": ""thirty minutes long""}']","['{""property"": ""exciting""}']",{'property': 'short'},short,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'thirty minutes long'},thirty minutes long,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'exciting'},exciting,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0
"Either you're hitting a server limit, in which case even the worst passwords will take decades or centuries to crack, or you're not and can send an arbitrary number of passwords and any humanrememberable password is about as secure as a plastic padlock.",a plastic padlock,padlock,plastic,hard,canceled,"(canceled, canceled, canceled)","(3, 3, 3)","(5, 5, 5)","(2, 2, 2)",0.7777777777777778,0.0,0.7777777777777778,0.355555556,False,0.3333333333333333,0.7777777777777778,"['{""property"": ""secure""}']","['{""property"": ""secure""}']","['{""property"": ""secure""}']",{'property': 'secure'},secure,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666667,{'property': 'secure'},secure,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666667,{'property': 'secure'},secure,0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778
,hens ' teeth and,tooth,hen,enamel-coated,canceled,"(canceled, others, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""common""}']","['{""property"": ""common""}']","['{""property"": ""common""}']",{'property': 'common'},common,0.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,{'property': 'common'},common,0.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,{'property': 'common'},common,0.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888
"The plate shivered, and Jeremy, after whimpering a little like a punished child, went outside also, got on his knees, and patiently gathered them together again, swinging his head with the pitiable and impotent vengeance of a child.",a punished child,child,punish,inquisitive,canceled,"(canceled, canceled, canceled)","(2, 2, 2)","(4, 4, 4)","(1, 1, 1)",0.5555555555555556,0.3333333333333333,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""innocent""}']","['{""property"": ""innocent""}']","['{""property"": ""innocent""}']",{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445,{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445,{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445
"Thousands of languages can thus have been chattered successively on thousands of territorieslanguages lacking precision, essentially musical, a succession of phrases in which certain sounds only corresponded to realities but these sounds, in spite of their importance, in spite of their utilitarian and representative value, may be supposed to have been at first almost as fugitive as the rest of the speech.",the rest of the speech,rest,speech,refresh,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(3, 5, 5)","(1, 1, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.533333333,False,0.3333333333333333,0.7777777777777778,"['{""property"": ""introductory""}']","['{""property"": ""beginning""}']","['{""property"": ""spontaneous""}']",{'property': 'introductory'},introductory,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'beginning'},beginning,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'spontaneous'},spontaneous,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.22222222222222227
"only just turned twentythree , saqib had been as straight as an arrow growing up , never in trouble and never causing any .",an arrow growing up,arrow,grow,sharp,canceled,"(canceled, canceled, canceled)","(3, 2, 1)","(5, 4, 5)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""stationary""}']","['{""property"": ""stationary""}']","['{""property"": ""sharp""}']",{'property': 'stationary'},stationary,0.0,0.0,0.0,0.0,0.0,{'property': 'stationary'},stationary,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,{'property': 'sharp'},sharp,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
,a white blackbird,blackbird,white,black,canceled,"(canceled, canceled, canceled)","(1, 2, 2)","(5, 5, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""common""}']","['{""property"": ""common""}']","['{""property"": ""common""}']",{'property': 'common'},common,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,{'property': 'common'},common,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,{'property': 'common'},common,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
we work together like lions in a pride .,lions in a pride,lion,pride,feel,canceled,"(others, canceled, canceled)","(5, 1, 1)","(3, 1, 1)","(4, 3, 4)",0.3333333333333332,0.5555555555555556,0.0,1.0,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""solitary""}']","['{""property"": ""solitary""}']","['{""property"": ""solitary""}']",{'property': 'solitary'},solitary,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'solitary'},solitary,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'solitary'},solitary,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
Then like a bolt from the blue came a cable messagereceived at the little station near the lighthouse.,a bolt from the blue,bolt,blue,functional,canceled,"(others, canceled, canceled)","(1, 2, 1)","(4, 4, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""predictable""}']","['{""property"": ""metallic""}']","['{""property"": ""literal""}']",{'property': 'predictable'},predictable,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'metallic'},metallic,0.0,1.0,0.0,1.0,1.0,{'property': 'literal'},literal,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
,a mosquito in ember,mosquito,ember,Bloodsucking,canceled,"(canceled, others, canceled)","(1, 2, 1)","(5, 5, 4)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""alive""}']","['{""property"": ""annoying""}']","['{""property"": ""alive""}']",{'property': 'alive'},alive,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,{'property': 'annoying'},annoying,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'alive'},alive,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556
"to dennis , those holes looked strangely like floating eyes .",floating eyes,eye,float,clear,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(5, 4, 4)","(1, 2, 2)",0.6666666666666666,0.0,0.6666666666666666,0.344444444,False,0.3333333333333333,0.6666666666666666,"['{""property"": ""vision""}']","['{""property"": ""seeing""}']","['{""property"": ""comforting""}']",{'property': 'vision'},vision,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667,{'property': 'seeing'},seeing,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667,{'property': 'comforting'},comforting,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
her pleading eyes melted his heart as quick as a glacier on the sun .,a glacier on the sun,glacier,sun,cold,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,0.0,False,0.0,1.0,"['{""property"": ""cold""}']","['{""property"": ""cold""}']","['{""property"": ""cold""}']",{'property': 'cold'},cold,0.0,1.0,0.0,1.0,1.0,{'property': 'cold'},cold,0.0,1.0,0.0,1.0,1.0,{'property': 'cold'},cold,0.0,1.0,0.0,1.0,1.0
"The metal paneling on the walls next to us began to move to the side, collapsing together like the blinds of a window.",the blinds of a window,blind,window,blindly,canceled,"(canceled, others, canceled)","(3, 2, 1)","(5, 4, 5)","(2, 1, 1)",1.0,0.0,1.0,0.011111111,False,0.0,1.0,"['{""property"": ""transparent""}']","['{""property"": ""transparent""}']","['{""property"": ""transparent""}']",{'property': 'transparent'},transparent,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'transparent'},transparent,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'transparent'},transparent,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
"Fanny's face was clean, and her hair was nicely brushed she did not look now like a child of the gutter.",a child of the gutter,child,gutter,hollow,canceled,"(component, canceled, canceled)","(3, 1, 3)","(2, 1, 1)","(4, 5, 3)",0.6666666666666667,0.3333333333333333,0.0,1.0,False,1.0,1.0,"['{""property"": ""innocent""}']","['{""property"": ""innocent""}']","['{""property"": ""innocent""}']",{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445,{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445,{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445
