sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_cancellation,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt4o_relevance,meta.toxicity,meta.modifier_gpt-4o_relevance,meta.gpt-4o_indiv_max,claude-3-5-sonnet-20241022_naive_0_generated_,claude-3-5-sonnet-20241022_naive_1_generated_,claude-3-5-sonnet-20241022_naive_2_generated_,claude-3-5-sonnet-20241022_naive_0_generated,claude-3-5-sonnet-20241022_naive_0_property,claude-3-5-sonnet-20241022_naive_0_combination_relevance,claude-3-5-sonnet-20241022_naive_0_root_relevance,claude-3-5-sonnet-20241022_naive_0_modifier_relevance,claude-3-5-sonnet-20241022_naive_0_indiv_max,claude-3-5-sonnet-20241022_naive_0_cancellation,claude-3-5-sonnet-20241022_naive_1_generated,claude-3-5-sonnet-20241022_naive_1_property,claude-3-5-sonnet-20241022_naive_1_combination_relevance,claude-3-5-sonnet-20241022_naive_1_root_relevance,claude-3-5-sonnet-20241022_naive_1_modifier_relevance,claude-3-5-sonnet-20241022_naive_1_indiv_max,claude-3-5-sonnet-20241022_naive_1_cancellation,claude-3-5-sonnet-20241022_naive_2_generated,claude-3-5-sonnet-20241022_naive_2_property,claude-3-5-sonnet-20241022_naive_2_combination_relevance,claude-3-5-sonnet-20241022_naive_2_root_relevance,claude-3-5-sonnet-20241022_naive_2_modifier_relevance,claude-3-5-sonnet-20241022_naive_2_indiv_max,claude-3-5-sonnet-20241022_naive_2_cancellation
"Then like cats on a mouse, they pounced.",cats on a mouse,cat,mouse,functional,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(1, 2, 1)","(1, 2, 1)",0.0,0.7777777777777778,0.5555555555555556,0.822222222,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""small""}']","['{""property"": ""fast""}']","['{""property"": ""afraid""}']",{'property': 'small'},small,0.0,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'fast'},fast,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.3333333333333333,{'property': 'afraid'},afraid,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
Theyre out there walking up and down like two wooden men but they didnt see me get by.,two wooden men,men,wooden,mammalian,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""grows""}']","['{""property"": ""sturdy""}']","['{""property"": ""natural""}']",{'property': 'grows'},grows,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'sturdy'},sturdy,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4444444444444444,{'property': 'natural'},natural,0.3333333333333333,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.5555555555555556
"this fox and hound game would be a joke , it was more like the eagle and the worm , cowardly and woefully one sided .",the eagle and the worm,eagle,worm,high,canceled,"(canceled, canceled, canceled)","(2, 2, 3)","(5, 5, 5)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""soaring""}']","['{""property"": ""majestic""}']","['{""property"": ""soaring""}']",{'property': 'soaring'},soaring,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'majestic'},majestic,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,{'property': 'soaring'},soaring,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"and a strong shudder took possession of him, as uncontrollable as an ague fit.",an ague fit,fit,ague,well,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 3)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""pleasant""}']","['{""property"": ""healthy""}']","['{""property"": ""pleasant""}']",{'property': 'pleasant'},pleasant,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'healthy'},healthy,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'pleasant'},pleasant,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
But a gooid word throo some is as scarce as a white crow.,a white crow,crow,white,black,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(5, 5, 5)","(1, 2, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""black""}']","['{""property"": ""black""}']","['{""property"": ""black""}']",{'property': 'black'},black,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'black'},black,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'black'},black,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"I personally felt the last season was kinda weird the season finale the year before fore wrapped up everything nicely, the last season felt kinda like a weird epilogue.",a weird epilogue,epilogue,weird,conclusive,canceled,"(canceled, component, canceled)","(2, 4, 2)","(5, 5, 5)","(1, 1, 1)",0.5555555555555556,0.3333333333333333,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""concluding""}']","['{""property"": ""conclusive""}']","['{""property"": ""conclusive""}']",{'property': 'concluding'},concluding,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667,{'property': 'conclusive'},conclusive,0.2222222222222222,1.0,0.0,1.0,0.7777777777777778,{'property': 'conclusive'},conclusive,0.2222222222222222,0.8888888888888888,0.0,0.8888888888888888,0.6666666666666666
,non theists,theist,non,belief in god,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(2, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""religious""}']","['{""property"": ""religious""}']","['{""property"": ""spiritual""}']",{'property': 'religious'},religious,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'religious'},religious,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'spiritual'},spiritual,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445
,the teeth of a comb,tooth,comb,enamel,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""bites""}']","['{""property"": ""useful for chewing""}']","['{""property"": ""can bite""}']",{'property': 'bites'},bites,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'useful for chewing'},useful for chewing,0.0,1.0,0.0,1.0,1.0,{'property': 'can bite'},can bite,0.0,1.0,0.0,1.0,1.0
,a villager under ice,villager,ice,community-oriented,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 4)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,,False,0.0,0.7777777777777778,"['{""property"": ""warm""}']","['{""property"": ""mobile""}']","['{""property"": ""mobile""}']",{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'mobile'},mobile,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'mobile'},mobile,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333
"Now considering Earth exists I doubt life is as unlikely as a cube planet, but you get my point. ",a cube planet,planet,cube,spherical shape,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""spherical""}']","['{""property"": ""spherical""}']","['{""property"": ""spherical""}']",{'property': 'spherical'},spherical,0.0,1.0,0.0,1.0,1.0,{'property': 'spherical'},spherical,0.0,1.0,0.0,1.0,1.0,{'property': 'spherical'},spherical,0.0,1.0,0.0,1.0,1.0
,"an army without a commander, or",army,commander,uniformed,canceled,"(canceled, canceled, component)","(3, 1, 3)","(5, 5, 4)","(2, 5, 4)",1.0,0.0,1.0,,False,0.8888888888888888,1.0,"['{""property"": ""organized""}']","['{""property"": ""organized""}']","['{""property"": ""organized""}']",{'property': 'organized'},organized,0.1111111111111111,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.7777777777777777,{'property': 'organized'},organized,0.1111111111111111,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.7777777777777777,{'property': 'organized'},organized,0.1111111111111111,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.7777777777777777
"The second one would have to be built kind of like a ship in the bottle to make it fit inside, which is not entirely practical. ",a ship in the bottle,ship,bottle,engine-powered or sail-driven,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""large""}']","['{""property"": ""large""}']","['{""property"": ""large""}']",{'property': 'large'},large,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,{'property': 'large'},large,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,{'property': 'large'},large,0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778
So like any game of telephone I bet these guys now think that urine cures everything like the Windex grandpa in Big Fat Greek Wedding lol.,any game of telephone,game,telephone,useful,canceled,"(canceled, canceled, others)","(3, 2, 2)","(1, 4, 3)","(2, 3, 4)",0.6666666666666666,0.2222222222222222,0.3333333333333333,0.888888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""silent""}']","['{""property"": ""organized""}']","['{""property"": ""accurate""}']",{'property': 'silent'},silent,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,{'property': 'organized'},organized,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,{'property': 'accurate'},accurate,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444445
Using literal darkness and light as tools for deconstruction is about as subtle as a train to the face.,a train to the face,train,face,symmetrical,canceled,"(others, canceled, canceled)","(1, 1, 1)","(2, 2, 1)","(4, 4, 5)",0.7777777777777778,0.0,0.7777777777777778,0.811111111,False,0.5555555555555556,0.7777777777777778,"['{""property"": ""efficient transportation""}']","['{""property"": ""safe transport""}']","['{""property"": ""safe transportation""}']",{'property': 'efficient transportation'},efficient transportation,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'safe transport'},safe transport,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'safe transportation'},safe transportation,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
"Generally the people he's worked with so far have been pretty awesome at work, but occasionally I feel a little like the episode of friends when Rachel, Joey, and Phoebe explain to the others that they can't afford those nice restaurants and evenings out.",the episode of friends,episode,friend,care,canceled,"(canceled, canceled, component)","(1, 1, 4)","(1, 1, 2)","(4, 4, 4)",0.4444444444444445,0.3333333333333333,0.0,1.0,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""temporary""}']","['{""property"": ""acquaintance""}']","['{""property"": ""friendly""}']",{'property': 'temporary'},temporary,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.5555555555555556,{'property': 'acquaintance'},acquaintance,0.3333333333333333,0.0,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'friendly'},friendly,0.7777777777777778,0.0,0.8888888888888888,0.8888888888888888,0.111111111111111
"Either you're hitting a server limit, in which case even the worst passwords will take decades or centuries to crack, or you're not and can send an arbitrary number of passwords and any humanrememberable password is about as secure as a plastic padlock.",a plastic padlock,padlock,plastic,hard,canceled,"(canceled, canceled, canceled)","(3, 3, 3)","(5, 5, 5)","(2, 2, 2)",0.7777777777777778,0.0,0.7777777777777778,0.355555556,False,0.3333333333333333,0.7777777777777778,"['{""property"": ""secure""}']","['{""property"": ""secure""}']","['{""property"": ""secure""}']",{'property': 'secure'},secure,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666667,{'property': 'secure'},secure,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666667,{'property': 'secure'},secure,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666667
,hens ' teeth and,tooth,hen,enamel-coated,canceled,"(canceled, others, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""common""}']","['{""property"": ""commonplace""}']","['{""property"": ""common""}']",{'property': 'common'},common,0.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,{'property': 'commonplace'},commonplace,0.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,{'property': 'common'},common,0.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888
"The plate shivered, and Jeremy, after whimpering a little like a punished child, went outside also, got on his knees, and patiently gathered them together again, swinging his head with the pitiable and impotent vengeance of a child.",a punished child,child,punish,inquisitive,canceled,"(canceled, canceled, canceled)","(2, 2, 2)","(4, 4, 4)","(1, 1, 1)",0.5555555555555556,0.3333333333333333,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""cheerful""}']","['{""property"": ""carefree""}']","['{""property"": ""joyful""}']",{'property': 'cheerful'},cheerful,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'carefree'},carefree,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'joyful'},joyful,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
"Thousands of languages can thus have been chattered successively on thousands of territorieslanguages lacking precision, essentially musical, a succession of phrases in which certain sounds only corresponded to realities but these sounds, in spite of their importance, in spite of their utilitarian and representative value, may be supposed to have been at first almost as fugitive as the rest of the speech.",the rest of the speech,rest,speech,refresh,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(3, 5, 5)","(1, 1, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.533333333,False,0.3333333333333333,0.7777777777777778,"['{""property"": ""entertaining""}']","['{""property"": ""complete""}']","['{""property"": ""complete""}']",{'property': 'entertaining'},entertaining,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'complete'},complete,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'complete'},complete,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"only just turned twentythree , saqib had been as straight as an arrow growing up , never in trouble and never causing any .",an arrow growing up,arrow,grow,sharp,canceled,"(canceled, canceled, canceled)","(3, 2, 1)","(5, 4, 5)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""fixed""}']","['{""property"": ""stationary""}']","['{""property"": ""stationary""}']",{'property': 'fixed'},fixed,0.0,0.0,0.0,0.0,0.0,{'property': 'stationary'},stationary,0.0,0.0,0.0,0.0,0.0,{'property': 'stationary'},stationary,0.0,0.0,0.0,0.0,0.0
,a white blackbird,blackbird,white,black,canceled,"(canceled, canceled, canceled)","(1, 2, 2)","(5, 5, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""black""}']","['{""property"": ""black""}']","['{""property"": ""black""}']",{'property': 'black'},black,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'black'},black,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'black'},black,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
we work together like lions in a pride .,lions in a pride,lion,pride,feel,canceled,"(others, canceled, canceled)","(5, 1, 1)","(3, 1, 1)","(4, 3, 4)",0.3333333333333332,0.5555555555555556,0.0,1.0,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""solitary""}']","['{""property"": ""solitary""}']","['{""property"": ""solitary""}']",{'property': 'solitary'},solitary,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'solitary'},solitary,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'solitary'},solitary,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
Then like a bolt from the blue came a cable messagereceived at the little station near the lighthouse.,a bolt from the blue,bolt,blue,functional,canceled,"(others, canceled, canceled)","(1, 2, 1)","(4, 4, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""cloudy""}']","['{""property"": ""blue in color""}']","['{""property"": ""visually perceptible""}']",{'property': 'cloudy'},cloudy,0.0,0.0,0.0,0.0,0.0,{'property': 'blue in color'},blue in color,0.0,0.0,1.0,1.0,1.0,{'property': 'visually perceptible'},visually perceptible,0.0,1.0,1.0,1.0,1.0
,a mosquito in ember,mosquito,ember,Bloodsucking,canceled,"(canceled, others, canceled)","(1, 2, 1)","(5, 5, 4)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""alive""}']","['{""property"": ""flying""}']","['{""property"": ""alive""}']",{'property': 'alive'},alive,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,{'property': 'flying'},flying,0.0,1.0,0.0,1.0,1.0,{'property': 'alive'},alive,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888
"to dennis , those holes looked strangely like floating eyes .",floating eyes,eye,float,clear,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(5, 4, 4)","(1, 2, 2)",0.6666666666666666,0.0,0.6666666666666666,0.344444444,False,0.3333333333333333,0.6666666666666666,"['{""property"": ""attached to face""}']","['{""property"": ""attached to body""}']","['{""property"": ""having eyelids""}']",{'property': 'attached to face'},attached to face,0.0,1.0,0.0,1.0,1.0,{'property': 'attached to body'},attached to body,0.0,1.0,0.0,1.0,1.0,{'property': 'having eyelids'},having eyelids,0.0,1.0,0.0,1.0,1.0
her pleading eyes melted his heart as quick as a glacier on the sun .,a glacier on the sun,glacier,sun,cold,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,0.0,False,0.0,1.0,"['{""property"": ""frozen""}']","['{""property"": ""cold""}']","['{""property"": ""frozen""}']",{'property': 'frozen'},frozen,0.0,1.0,0.0,1.0,1.0,{'property': 'cold'},cold,0.0,1.0,0.0,1.0,1.0,{'property': 'frozen'},frozen,0.0,1.0,0.0,1.0,1.0
"The metal paneling on the walls next to us began to move to the side, collapsing together like the blinds of a window.",the blinds of a window,blind,window,blindly,canceled,"(canceled, others, canceled)","(3, 2, 1)","(5, 4, 5)","(2, 1, 1)",1.0,0.0,1.0,0.011111111,False,0.0,1.0,"['{""property"": ""transparent""}']","['{""property"": ""transparent""}']","['{""property"": ""transparent""}']",{'property': 'transparent'},transparent,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'transparent'},transparent,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'transparent'},transparent,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
