sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_cancellation,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt4o_relevance,meta.toxicity,meta.modifier_gpt-4o_relevance,meta.gpt-4o_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_0_generated_,Meta-Llama-3.1-70B-Instruct_naive_1_generated_,Meta-Llama-3.1-70B-Instruct_naive_2_generated_,Meta-Llama-3.1-70B-Instruct_naive_0_generated,Meta-Llama-3.1-70B-Instruct_naive_0_property,Meta-Llama-3.1-70B-Instruct_naive_0_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_root_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_0_cancellation,Meta-Llama-3.1-70B-Instruct_naive_1_generated,Meta-Llama-3.1-70B-Instruct_naive_1_property,Meta-Llama-3.1-70B-Instruct_naive_1_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_root_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_1_cancellation,Meta-Llama-3.1-70B-Instruct_naive_2_generated,Meta-Llama-3.1-70B-Instruct_naive_2_property,Meta-Llama-3.1-70B-Instruct_naive_2_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_root_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_2_cancellation
,the teeth of a comb,tooth,comb,enamel,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""sharp""}']","['{""property"": ""sharp""}']","['{""property"": ""sharp""}']",{'property': 'sharp'},sharp,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'sharp'},sharp,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'sharp'},sharp,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
,a villager under ice,villager,ice,community-oriented,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 4)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,,False,0.0,0.7777777777777778,"['{""property"": ""mobile""}']","['{""property"": ""warm-blooded""}']","['{""property"": ""warm-blooded""}']",{'property': 'mobile'},mobile,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'warm-blooded'},warm-blooded,1.0,1.0,0.0,1.0,0.0,{'property': 'warm-blooded'},warm-blooded,0.8888888888888888,1.0,0.0,1.0,0.11111111111111116
"Now considering Earth exists I doubt life is as unlikely as a cube planet, but you get my point. ",a cube planet,planet,cube,spherical shape,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""inhabitable""}']","['{""property"": ""portable""}']","['{""property"": ""portable""}']",{'property': 'inhabitable'},inhabitable,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'portable'},portable,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'portable'},portable,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
,"an army without a commander, or",army,commander,uniformed,canceled,"(canceled, canceled, component)","(3, 1, 3)","(5, 5, 4)","(2, 5, 4)",1.0,0.0,1.0,,False,0.8888888888888888,1.0,"['{""property"": ""effective""}']","['{""property"": ""effective""}']","['{""property"": ""effective""}']",{'property': 'effective'},effective,0.1111111111111111,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.6666666666666667,{'property': 'effective'},effective,0.1111111111111111,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.6666666666666667,{'property': 'effective'},effective,0.1111111111111111,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.6666666666666667
"The second one would have to be built kind of like a ship in the bottle to make it fit inside, which is not entirely practical. ",a ship in the bottle,ship,bottle,engine-powered or sail-driven,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""seaworthy""}']","['{""property"": ""sailworthy""}']","['{""property"": ""seaworthy""}']",{'property': 'seaworthy'},seaworthy,0.0,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.7777777777777778,{'property': 'sailworthy'},sailworthy,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,{'property': 'seaworthy'},seaworthy,0.0,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.8888888888888888
So like any game of telephone I bet these guys now think that urine cures everything like the Windex grandpa in Big Fat Greek Wedding lol.,any game of telephone,game,telephone,useful,canceled,"(canceled, canceled, others)","(3, 2, 2)","(1, 4, 3)","(2, 3, 4)",0.6666666666666666,0.2222222222222222,0.3333333333333333,0.888888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""reliable""}']","['{""property"": ""accurate""}']","['{""property"": ""reliable""}']",{'property': 'reliable'},reliable,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5555555555555556,{'property': 'accurate'},accurate,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444445,{'property': 'reliable'},reliable,0.1111111111111111,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.6666666666666667
Using literal darkness and light as tools for deconstruction is about as subtle as a train to the face.,a train to the face,train,face,symmetrical,canceled,"(others, canceled, canceled)","(1, 1, 1)","(2, 2, 1)","(4, 4, 5)",0.7777777777777778,0.0,0.7777777777777778,0.811111111,False,0.5555555555555556,0.7777777777777778,"['{""property"": ""functional""}']","['{""property"": ""safe""}']","['{""property"": ""useful""}']",{'property': 'functional'},functional,0.0,0.8888888888888888,1.0,1.0,1.0,{'property': 'safe'},safe,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,{'property': 'useful'},useful,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
"Generally the people he's worked with so far have been pretty awesome at work, but occasionally I feel a little like the episode of friends when Rachel, Joey, and Phoebe explain to the others that they can't afford those nice restaurants and evenings out.",the episode of friends,episode,friend,care,canceled,"(canceled, canceled, component)","(1, 1, 4)","(1, 1, 2)","(4, 4, 4)",0.4444444444444445,0.3333333333333333,0.0,1.0,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""serialized""}']","['{""property"": ""ongoing""}']","['{""property"": ""serialized""}']",{'property': 'serialized'},serialized,0.2222222222222222,0.5555555555555556,0.0,0.5555555555555556,0.33333333333333337,{'property': 'ongoing'},ongoing,0.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'serialized'},serialized,0.2222222222222222,0.5555555555555556,0.0,0.5555555555555556,0.33333333333333337
"Either you're hitting a server limit, in which case even the worst passwords will take decades or centuries to crack, or you're not and can send an arbitrary number of passwords and any humanrememberable password is about as secure as a plastic padlock.",a plastic padlock,padlock,plastic,hard,canceled,"(canceled, canceled, canceled)","(3, 3, 3)","(5, 5, 5)","(2, 2, 2)",0.7777777777777778,0.0,0.7777777777777778,0.355555556,False,0.3333333333333333,0.7777777777777778,"['{""property"": ""rusty""}']","['{""property"": ""durable""}']","['{""property"": ""secure""}']",{'property': 'rusty'},rusty,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'durable'},durable,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6666666666666667,{'property': 'secure'},secure,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666667
,hens ' teeth and,tooth,hen,enamel-coated,canceled,"(canceled, others, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""sharp""}']","['{""property"": ""sharp""}']","['{""property"": ""sharp""}']",{'property': 'sharp'},sharp,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'sharp'},sharp,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556,{'property': 'sharp'},sharp,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556
"The plate shivered, and Jeremy, after whimpering a little like a punished child, went outside also, got on his knees, and patiently gathered them together again, swinging his head with the pitiable and impotent vengeance of a child.",a punished child,child,punish,inquisitive,canceled,"(canceled, canceled, canceled)","(2, 2, 2)","(4, 4, 4)","(1, 1, 1)",0.5555555555555556,0.3333333333333333,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""obedient""}']","['{""property"": ""innocent""}']","['{""property"": ""innocent""}']",{'property': 'obedient'},obedient,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445,{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445
"Thousands of languages can thus have been chattered successively on thousands of territorieslanguages lacking precision, essentially musical, a succession of phrases in which certain sounds only corresponded to realities but these sounds, in spite of their importance, in spite of their utilitarian and representative value, may be supposed to have been at first almost as fugitive as the rest of the speech.",the rest of the speech,rest,speech,refresh,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(3, 5, 5)","(1, 1, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.533333333,False,0.3333333333333333,0.7777777777777778,"['{""property"": ""coherent""}']","['{""property"": ""informative""}']","['{""property"": ""long""}']",{'property': 'coherent'},coherent,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.22222222222222227,{'property': 'informative'},informative,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.22222222222222227,{'property': 'long'},long,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"only just turned twentythree , saqib had been as straight as an arrow growing up , never in trouble and never causing any .",an arrow growing up,arrow,grow,sharp,canceled,"(canceled, canceled, canceled)","(3, 2, 1)","(5, 4, 5)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""stationary""}']","['{""property"": ""stationary""}']","['{""property"": ""stationary""}']",{'property': 'stationary'},stationary,0.0,0.0,0.0,0.0,0.0,{'property': 'stationary'},stationary,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,{'property': 'stationary'},stationary,0.0,0.0,0.0,0.0,0.0
,a white blackbird,blackbird,white,black,canceled,"(canceled, canceled, canceled)","(1, 2, 2)","(5, 5, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""black""}']","['{""property"": ""black""}']","['{""property"": ""black""}']",{'property': 'black'},black,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'black'},black,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'black'},black,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
we work together like lions in a pride .,lions in a pride,lion,pride,feel,canceled,"(others, canceled, canceled)","(5, 1, 1)","(3, 1, 1)","(4, 3, 4)",0.3333333333333332,0.5555555555555556,0.0,1.0,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""solitary""}']","['{""property"": ""solitary""}']","['{""property"": ""solitary""}']",{'property': 'solitary'},solitary,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'solitary'},solitary,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'solitary'},solitary,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
Then like a bolt from the blue came a cable messagereceived at the little station near the lighthouse.,a bolt from the blue,bolt,blue,functional,canceled,"(others, canceled, canceled)","(1, 2, 1)","(4, 4, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""predictable""}']","['{""property"": ""predictable""}']","['{""property"": ""predictable""}']",{'property': 'predictable'},predictable,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'predictable'},predictable,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,{'property': 'predictable'},predictable,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222
,a mosquito in ember,mosquito,ember,Bloodsucking,canceled,"(canceled, others, canceled)","(1, 2, 1)","(5, 5, 4)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""flying""}']","['{""property"": ""flying""}']","['{""property"": ""harmful""}']",{'property': 'flying'},flying,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'flying'},flying,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'harmful'},harmful,0.0,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778
"to dennis , those holes looked strangely like floating eyes .",floating eyes,eye,float,clear,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(5, 4, 4)","(1, 2, 2)",0.6666666666666666,0.0,0.6666666666666666,0.344444444,False,0.3333333333333333,0.6666666666666666,"['{""property"": ""blinking""}']","['{""property"": ""beautiful""}']","['{""property"": ""visible""}']",{'property': 'blinking'},blinking,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'beautiful'},beautiful,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333337,{'property': 'visible'},visible,1.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0
her pleading eyes melted his heart as quick as a glacier on the sun .,a glacier on the sun,glacier,sun,cold,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,0.0,False,0.0,1.0,"['{""property"": ""existing""}']","['{""property"": ""frozen""}']","['{""property"": ""solid""}']",{'property': 'existing'},existing,0.0,0.8888888888888888,1.0,1.0,1.0,{'property': 'frozen'},frozen,0.0,1.0,0.0,1.0,1.0,{'property': 'solid'},solid,0.0,1.0,0.0,1.0,1.0
