sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_0_generated_,Meta-Llama-3.1-70B-Instruct_naive_1_generated_,Meta-Llama-3.1-70B-Instruct_naive_2_generated_,Meta-Llama-3.1-70B-Instruct_naive_0_generated,Meta-Llama-3.1-70B-Instruct_naive_0_combination,Meta-Llama-3.1-70B-Instruct_naive_0_modifier,Meta-Llama-3.1-70B-Instruct_naive_0_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_0_emergence,Meta-Llama-3.1-70B-Instruct_naive_1_generated,Meta-Llama-3.1-70B-Instruct_naive_1_combination,Meta-Llama-3.1-70B-Instruct_naive_1_modifier,Meta-Llama-3.1-70B-Instruct_naive_1_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_1_emergence,Meta-Llama-3.1-70B-Instruct_naive_2_generated,Meta-Llama-3.1-70B-Instruct_naive_2_combination,Meta-Llama-3.1-70B-Instruct_naive_2_modifier,Meta-Llama-3.1-70B-Instruct_naive_2_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_2_emergence
"Some are logical like fire vs ice, but otherwise no weaknesses.",fire vs ice,fire,ice,opposite properties,emergent,"(emergent, emergent, component)","(5, 5, 5)","(5, 4, 4)","(5, 4, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""controlled fire"", ""modifier"": ""controlled""}']","['{""combination"": ""controlled fire"", ""modifier"": ""controlled""}']","['{""combination"": ""controlled fire"", ""modifier"": ""controlled""}']","{'combination': 'controlled fire', 'modifier': 'controlled'}",controlled fire,control,0.3333333333333333,0.0,0.0,0.3333333333333333,"{'combination': 'controlled fire', 'modifier': 'controlled'}",controlled fire,control,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'controlled fire', 'modifier': 'controlled'}",controlled fire,control,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"Elsie, who adored Clover, considered her as beautiful as girls in books, and was proud to be permitted to hem ruffles for the dress in which she was to burst upon the world.",girls in books,girl,book,idealize,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(4, 2, 2)","(4, 2, 2)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""mythical girl"", ""modifier"": ""mythical""}']","['{""combination"": ""feminine girl"", ""modifier"": ""feminine""}']","['{""combination"": ""mythical girl"", ""modifier"": ""mythical""}']","{'combination': 'mythical girl', 'modifier': 'mythical'}",mythical girl,mythical,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'feminine girl', 'modifier': 'feminine'}",feminine girl,feminine,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'mythical girl', 'modifier': 'mythical'}",mythical girl,mythical,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0
The ideas that make us immune to ideas are as popular as a book in a bonfire.,a book in a bonfire,book,bonfire,destroyed,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(5, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""torn book"", ""modifier"": ""torn""}']","['{""combination"": ""burned book"", ""modifier"": ""burned""}']","['{""combination"": ""burned book"", ""modifier"": ""burned""}']","{'combination': 'torn book', 'modifier': 'torn'}",torn book,tear,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'burned book', 'modifier': 'burned'}",burned book,burn,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116,"{'combination': 'burned book', 'modifier': 'burned'}",burned book,burn,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
"With a thought, my mind went into the offensive and despite his greater speed, strength and durability, Jack became frozen like a mosquito in ember. ",a mosquito in ember,mosquito,ember,immobilized,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 3, 3)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""dead mosquito"", ""modifier"": ""dead""}']","['{""combination"": ""dead mosquito"", ""modifier"": ""dead""}']","['{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}']","{'combination': 'dead mosquito', 'modifier': 'dead'}",dead mosquito,dead,1.0,1.0,1.0,0.0,"{'combination': 'dead mosquito', 'modifier': 'dead'}",dead mosquito,dead,1.0,1.0,1.0,0.0,"{'combination': 'frozen mosquito', 'modifier': 'frozen'}",frozen mosquito,frozen,1.0,1.0,1.0,0.0
Such an instance among men is almost as rare as a white blackbird.,a white blackbird,blackbird,white,albino,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""albino blackbird"", ""modifier"": ""albino""}']","['{""combination"": ""albino blackbird"", ""modifier"": ""albino""}']","['{""combination"": ""white blackbird"", ""modifier"": ""white""}']","{'combination': 'albino blackbird', 'modifier': 'albino'}",albino blackbird,albino,1.0,1.0,1.0,0.0,"{'combination': 'albino blackbird', 'modifier': 'albino'}",albino blackbird,albino,1.0,1.0,1.0,0.0,"{'combination': 'white blackbird', 'modifier': 'white'}",white blackbird,white,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
theyre almost like flying buses .,flying buses,bus,fly,impractical,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 1, 2)","(3, 1, 3)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""submarine bus"", ""modifier"": ""submarine""}']","['{""combination"": ""luxury bus"", ""modifier"": ""luxury""}']","['{""combination"": ""underwater bus"", ""modifier"": ""underwater""}']","{'combination': 'submarine bus', 'modifier': 'submarine'}",submarine bus,submarine,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.6666666666666666,"{'combination': 'luxury bus', 'modifier': 'luxury'}",luxury bus,luxury,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,"{'combination': 'underwater bus', 'modifier': 'underwater'}",underwater bus,underwater,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
,a scope on a knife,scope,knife,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(2, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""portable microscope with 10-foot-long scope"", is incorrect, revised} \n{""combination"": ""10-foot-long scope"", ""modifier"": ""10-foot-long""}']","['{""combination"": ""portable microscope scope"", ""modifier"": ""microscope""}']","['{""combination"": ""portable scope"", ""modifier"": ""portable""}']","{'combination': '10-foot-long scope', 'modifier': '10-foot-long'}",10-foot-long scope,foot,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.4444444444444445,"{'combination': 'portable microscope scope', 'modifier': 'microscope'}",portable microscope scope,microscope,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,"{'combination': 'portable scope', 'modifier': 'portable'}",portable scope,portable,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0
"Oh, no, my life is very real it is as real as light to darkness, it is absolute prose.'",light to darkness,light,darkness,opposite extremes,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(5, 4, 5)","(5, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""pulsating light"", ""modifier"": ""pulsating""}']","['{""combination"": ""strobe light"", ""modifier"": ""strobe""}']","['{""combination"": ""blinding light"", ""modifier"": ""blinding""}']","{'combination': 'pulsating light', 'modifier': 'pulsating'}",pulsating light,pulsate,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'strobe light', 'modifier': 'strobe'}",strobe light,strobe,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'blinding light', 'modifier': 'blinding'}",blinding light,blind,0.3333333333333333,0.0,0.3333333333333333,0.0
This is just like a finger shooting game me and my friend had!,a finger shooting,shooting,finger,playful,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(1, 3, 2)","(1, 3, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""water shooting"", ""modifier"": ""water""}']","['{""combination"": ""water shooting"", ""modifier"": ""water""}']","['{""combination"": ""water shooting"", ""modifier"": ""water""}']","{'combination': 'water shooting', 'modifier': 'water'}",water shooting,water,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'water shooting', 'modifier': 'water'}",water shooting,water,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'water shooting', 'modifier': 'water'}",water shooting,water,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
"The staff is about as knowledgeable as an anchor out of water, and appear about as hygienic as tubgirl don't look that up. ",an anchor out of water,anchor,water,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(4, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}']","['{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}']","['{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}']","{'combination': 'rusted anchor', 'modifier': 'rusted'}",rusted anchor,rust,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'rusted anchor', 'modifier': 'rusted'}",rusted anchor,rust,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'rusted anchor', 'modifier': 'rusted'}",rusted anchor,rust,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0
"She was listless, as directionless as a ship without a rudder. ",a ship without a rudder,ship,rudder,lack of control,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 5, 2)","(5, 5, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""drunken ship"", ""modifier"": ""drunken""}']","['{""combination"": ""runaway ship"", ""modifier"": ""runaway""}']","['{""combination"": ""out-of-control ship"", ""modifier"": ""out-of-control""}']","{'combination': 'drunken ship', 'modifier': 'drunken'}",drunken ship,drunken,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'runaway ship', 'modifier': 'runaway'}",runaway ship,runaway,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'out-of-control ship', 'modifier': 'out-of-control'}",out-of-control ship,control,1.0,0.0,0.3333333333333333,0.6666666666666667
Contorting and perverting a mind to pair it with another crashed the two together like a boat on the rocks.,a boat on the rocks,boat,rock,stranded,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""grounded boat"", ""modifier"": ""grounded""}']","['{""combination"": ""beached boat"", ""modifier"": ""beached""}']","['{""combination"": ""beached boat"", ""modifier"": ""beached""}']","{'combination': 'grounded boat', 'modifier': 'grounded'}",grounded boat,ground,1.0,0.0,0.3333333333333333,0.6666666666666667,"{'combination': 'beached boat', 'modifier': 'beached'}",beached boat,beach,1.0,0.2222222222222222,0.3333333333333333,0.6666666666666667,"{'combination': 'beached boat', 'modifier': 'beached'}",beached boat,beach,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.5555555555555556
"his vision was foggy like breath on a mirror , causing the flight information on the digital departure board to appear illegible . ",breath on a mirror,breath,mirror,foggy,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 4, 3)","(1, 3, 2)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""cold breath"", ""modifier"": ""cold""}']","['{""combination"": ""cold breath"", ""modifier"": ""cold""}']","['{""combination"": ""cold breath"", ""modifier"": ""cold""}']","{'combination': 'cold breath', 'modifier': 'cold'}",cold breath,cold,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'cold breath', 'modifier': 'cold'}",cold breath,cold,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'cold breath', 'modifier': 'cold'}",cold breath,cold,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
Also paranoid people like me will think What if its just frosted on my side and they can look right in like a oneway mirror?!?!?,a oneway mirror,mirror,oneway,deceptive,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 2, 4)","(4, 3, 5)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""two-way mirror"", ""modifier"": ""two-way""}']","['{""combination"": ""magical mirror"", ""modifier"": ""magical""}']","['{""combination"": ""distorted mirror"", ""modifier"": ""distorted""}']","{'combination': 'two-way mirror', 'modifier': 'two-way'}",two-way mirror,way,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.5555555555555556,"{'combination': 'magical mirror', 'modifier': 'magical'}",magical mirror,magical,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,"{'combination': 'distorted mirror', 'modifier': 'distorted'}",distorted mirror,distort,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
"I slunk ashore like a beaten dog, not caring what became of me, and, returning to my old lodgings at the shoemaker's, set about spending my little stock of cash in reckless fashion.","a beaten dog,",dog,beat,submissive,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 2, 3)","(5, 2, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""trained dog"", ""modifier"": ""trained""}']","['{""combination"": ""trained dog"", ""modifier"": ""trained""}']","['{""combination"": ""trained dog"", ""modifier"": ""trained""}']","{'combination': 'trained dog', 'modifier': 'trained'}",trained dog,train,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,"{'combination': 'trained dog', 'modifier': 'trained'}",trained dog,train,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,"{'combination': 'trained dog', 'modifier': 'trained'}",trained dog,train,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
After they had gone a short distance away from the town the country seemed as lonely as the wildest prairie.,the wildest prairie,prairie,wild,lonely,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(3, 3, 3)","(2, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""abandoned prairie"", ""modifier"": ""abandoned""}']","['{""combination"": ""abandoned prairie"", ""modifier"": ""abandoned""}']","['{""combination"": ""abandoned prairie"", ""modifier"": ""abandoned""}']","{'combination': 'abandoned prairie', 'modifier': 'abandoned'}",abandoned prairie,abandon,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'abandoned prairie', 'modifier': 'abandoned'}",abandoned prairie,abandon,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'abandoned prairie', 'modifier': 'abandoned'}",abandoned prairie,abandon,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
"my job was to stand strong for my house and my master , not give myself away like a wilting violet because i was afraid i 'd ruin him .",a wilting violet,violet,wilt,timid,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(3, 2, 2)","(1, 3, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""fading violet"", ""modifier"": ""fading""}']","['{""combination"": ""shy violet"", ""modifier"": ""shy""}']","['{""combination"": ""wallflower violet"", ""modifier"": ""wallflower""}']","{'combination': 'fading violet', 'modifier': 'fading'}",fading violet,fade,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'shy violet', 'modifier': 'shy'}",shy violet,shy,0.8888888888888888,1.0,1.0,0.0,"{'combination': 'wallflower violet', 'modifier': 'wallflower'}",wallflower violet,wallflower,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.0
"In a study, some of the infected juveniles were only half as heavy as controls with no worms.",controls with no worms,control,worm,uninfected,emergent,"(emergent, emergent, component)","(5, 4, 4)","(2, 1, 2)","(3, 1, 2)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""manual control"", ""modifier"": ""manual""}']","['{""combination"": ""manual control"", ""modifier"": ""manual""}']","['{""combination"": ""airtight control"", ""modifier"": ""airtight""}']","{'combination': 'manual control', 'modifier': 'manual'}",manual control,manual,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'manual control', 'modifier': 'manual'}",manual control,manual,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'airtight control', 'modifier': 'airtight'}",airtight control,airtight,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0
Well that's about as smart as an elevator in an outhouse,an elevator in an outhouse,elevator,outhouse,nonsensical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 5)","(5, 2, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""vertical elevator"", ""modifier"": ""vertical""}']","['{""combination"": ""vertical elevator"", ""modifier"": ""vertical""}']","['{""combination"": ""disappearing elevator"", ""modifier"": ""disappearing""}']","{'combination': 'vertical elevator', 'modifier': 'vertical'}",vertical elevator,vertical,0.0,0.0,0.0,0.0,"{'combination': 'vertical elevator', 'modifier': 'vertical'}",vertical elevator,vertical,0.0,0.0,0.0,0.0,"{'combination': 'disappearing elevator', 'modifier': 'disappearing'}",disappearing elevator,disappear,0.7777777777777778,0.0,0.0,0.7777777777777778
"Yes but with something a little more political it's important to know its fake, more so when it's not blatantly obvious like a talking dog.",a talking dog,dog,talk,fantastical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 1)","(4, 1, 4)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""mythical dog"", ""modifier"": ""mythical""}']","['{""combination"": ""mythical dog"", ""modifier"": ""mythical""}']","['{""combination"": ""mythical dog"", ""modifier"": ""mythical""}']","{'combination': 'mythical dog', 'modifier': 'mythical'}",mythical dog,mythical,0.8888888888888888,1.0,1.0,0.0,"{'combination': 'mythical dog', 'modifier': 'mythical'}",mythical dog,mythical,0.8888888888888888,1.0,1.0,0.0,"{'combination': 'mythical dog', 'modifier': 'mythical'}",mythical dog,mythical,0.8888888888888888,1.0,1.0,0.0
,a battery farm,farm,battery,inhumane,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,True,0.3333333333333333,"['{""combination"": ""industrial farm"", ""modifier"": ""industrial""}']","['{""combination"": ""factory farm"", ""modifier"": ""factory""}']","['{""combination"": ""factory farm"", ""modifier"": ""factory""}']","{'combination': 'industrial farm', 'modifier': 'industrial'}",industrial farm,industrial,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'factory farm', 'modifier': 'factory'}",factory farm,factory,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'factory farm', 'modifier': 'factory'}",factory farm,factory,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
"The tops of the boxes also seemed alive, for they rose and fell regularly like the breast of a sleeper.",the breast of a sleeper,breast,sleeper,rhythmic movement,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 1, 3)","(4, 1, 4)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,True,0.1111111111111111,"['{""combination"": ""dancing breast"", ""modifier"": ""dancing""}']","['{""combination"": ""dancing breast"", ""modifier"": ""dancing""}']","['{""combination"": ""dancing breast"", ""modifier"": ""dancing""}']","{'combination': 'dancing breast', 'modifier': 'dancing'}",dancing breast,dance,0.5555555555555556,1.0,1.0,0.0,"{'combination': 'dancing breast', 'modifier': 'dancing'}",dancing breast,dance,0.5555555555555556,1.0,1.0,0.0,"{'combination': 'dancing breast', 'modifier': 'dancing'}",dancing breast,dance,0.5555555555555556,1.0,1.0,0.0
"A teacher without a school, or outside a school, seems to them rather like a gunner without a gun.",a gunner without a gun,gunner,gun,ineffective,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 4)","(2, 5, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""injured gunner"", ""modifier"": ""injured""}']","['{""combination"": ""drunk gunner"", ""modifier"": ""drunk""}']","['{""combination"": ""injured gunner"", ""modifier"": ""injured""}']","{'combination': 'injured gunner', 'modifier': 'injured'}",injured gunner,injure,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'drunk gunner', 'modifier': 'drunk'}",drunk gunner,drunk,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'injured gunner', 'modifier': 'injured'}",injured gunner,injure,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222
Nothin' means lovin' like a baby in the oven!,a baby in the oven,baby,oven,unthinkable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 4, 5)","(1, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""combination"": ""aborted baby"", ""modifier"": ""aborted""}']","['{""combination"": ""dead baby"", ""modifier"": ""dead""}']","['{""combination"": ""cloned baby"", ""modifier"": ""cloned""}']","{'combination': 'aborted baby', 'modifier': 'aborted'}",aborted baby,abort,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'dead baby', 'modifier': 'dead'}",dead baby,dead,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556,"{'combination': 'cloned baby', 'modifier': 'cloned'}",cloned baby,clone,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.22222222222222227
"row after row of blackandwhite halftimbered buildings lined the cobbled lanes , pressed tight like books on a shelf . ",books on a shelf,book,shelf,closely packed,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""shelved book"", ""modifier"": ""shelved""}']","['{""combination"": ""stacked book"", ""modifier"": ""stacked""}']","['{""combination"": ""stacked book"", ""modifier"": ""stacked""}']","{'combination': 'shelved book', 'modifier': 'shelved'}",shelved book,shelve,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'stacked book', 'modifier': 'stacked'}",stacked book,stack,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116,"{'combination': 'stacked book', 'modifier': 'stacked'}",stacked book,stack,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
You're as useless as a knitted condom.,a knitted condom,condom,knitted,not effective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""expired condom"", ""modifier"": ""expired""}']","['{""combination"": ""torn condom"", ""modifier"": ""torn""}']","['{""combination"": ""expired condom"", ""modifier"": ""expired""}']","{'combination': 'expired condom', 'modifier': 'expired'}",expired condom,expire,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'torn condom', 'modifier': 'torn'}",torn condom,tear,1.0,0.2222222222222222,0.2222222222222222,0.7777777777777778,"{'combination': 'expired condom', 'modifier': 'expired'}",expired condom,expire,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0
Makes your face as clear as a doctored photo!,a doctored photo,photo,doctor,fake,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 3)","(1, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""photoshopped photo"", ""modifier"": ""photoshopped""}']","['{""combination"": ""photoshopped photo"", ""modifier"": ""photoshopped""}']","['{""combination"": ""photoshopped photo"", ""modifier"": ""photoshopped""}']","{'combination': 'photoshopped photo', 'modifier': 'photoshopped'}",photoshopped photo,photoshoppe,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'photoshopped photo', 'modifier': 'photoshopped'}",photoshopped photo,photoshoppe,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'photoshopped photo', 'modifier': 'photoshopped'}",photoshopped photo,photoshoppe,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0
"My word, they must be as stupid as pans without handles to call you a lunatic  A lunatic!",pans without handles,pan,handle,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 4, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""giant pan"", ""modifier"": ""giant""}']","['{""combination"": ""giant pan"", ""modifier"": ""giant""}']","['{""combination"": ""giant pan"", ""modifier"": ""giant""}']","{'combination': 'giant pan', 'modifier': 'giant'}",giant pan,giant,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'giant pan', 'modifier': 'giant'}",giant pan,giant,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'giant pan', 'modifier': 'giant'}",giant pan,giant,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
"The bars played freely like keys on a ring, and splayed out in their flight, and did the most dreadful execution.",keys on a ring,key,ring,attached,emergent,"(emergent, emergent, component)","(5, 4, 5)","(3, 1, 4)","(5, 1, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""ring key"", ""modifier"": ""ring""}']","['{""combination"": ""rusted key"", ""modifier"": ""rusted""}']","['{""combination"": ""chained key"", ""modifier"": ""chained""}']","{'combination': 'ring key', 'modifier': 'ring'}",ring key,ring,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'rusted key', 'modifier': 'rusted'}",rusted key,rust,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'chained key', 'modifier': 'chained'}",chained key,chain,1.0,0.7777777777777778,0.7777777777777778,0.2222222222222222
Now these conclusions struck me abrupt like a bat in the eye when I sat down to rest in camp at Echo Spring.,a bat in the eye,bat,eye,sudden,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""startled bat"", ""modifier"": ""startled""}']","['{""combination"": ""automatic bat"", ""modifier"": ""automatic""}']","['{""combination"": ""deadly bat"", ""modifier"": ""deadly""}']","{'combination': 'startled bat', 'modifier': 'startled'}",startled bat,startle,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'automatic bat', 'modifier': 'automatic'}",automatic bat,automatic,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'deadly bat', 'modifier': 'deadly'}",deadly bat,deadly,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
